Category:Endemic fauna of Angola,Chiloglanis sardinhai,Catfish,Actinopterygii,,https://en.wikipedia.org/wiki/Chiloglanis_sardinhai,,,,,,
Category:Endemic fauna of Angola,Chlorocypha bambtoni,Odonata,Insect,,https://en.wikipedia.org/wiki/Chlorocypha_bambtoni,,,,,,
Category:Endemic fauna of Angola,Conus africanus,,Gastropoda,Mollusca,https://en.wikipedia.org/wiki/Conus_africanus,,,,,,
Category:Endemic fauna of Angola,Conus cepasi,,Gastropoda,Mollusca,https://en.wikipedia.org/wiki/Conus_cepasi,,,,,,
Category:Endemic fauna of Angola,Conus nobrei,,Gastropoda,Mollusca,https://en.wikipedia.org/wiki/Conus_nobrei,,,,,,
Category:Endemic fauna of Angola,Conus zebroides,,Gastropoda,Mollusca,https://en.wikipedia.org/wiki/Conus_zebroides,,,,,,
Category:Endemic fauna of Angola,Desert plated lizard,Squamata,Reptile,,https://en.wikipedia.org/wiki/Desert_plated_lizard,,,,,,
Category:Endemic fauna of Angola,Doumea angolensis,Catfish,Actinopterygii,,https://en.wikipedia.org/wiki/Doumea_angolensis,,,,,,
Category:Endemic fauna of Angola,Dundocharax bidentatus,Characiformes,Actinopterygii,,https://en.wikipedia.org/wiki/Dundocharax_bidentatus,,,,,,
Category:Endemic fauna of Angola,Enteromius ensis,Cypriniformes,Actinopterygii,,https://en.wikipedia.org/wiki/Enteromius_ensis,,,,,,
Category:Endemic fauna of Angola,Galagoides kumbirensis,Primate,Mammal,,https://en.wikipedia.org/wiki/Galagoides_kumbirensis,,,,,,
Category:Endemic fauna of Angola,Heather shrew,Eulipotyphla,Mammalia,,https://en.wikipedia.org/wiki/Heather_shrew,,,,,,
Category:Endemic fauna of Angola,Heteropsis angolensis,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Heteropsis_angolensis,,,,,,
Category:Endemic fauna of Angola,Heteropsis ochracea,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Heteropsis_ochracea,,,,,,
Category:Endemic fauna of Angola,Hildebrandtia ornatissima,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hildebrandtia_ornatissima,,,,,,
Category:Endemic fauna of Angola,Hylarana parkeriana,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hylarana_parkeriana,,,,,,
Category:Endemic fauna of Angola,Hyperolius bicolor,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_bicolor,,,,,,
Category:Endemic fauna of Angola,Hyperolius cinereus,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_cinereus,,,,,,
Category:Endemic fauna of Angola,Hyperolius fasciatus,Frog,Amphibia,,https://en.wikipedia.org/wiki/Hyperolius_fasciatus,,,,,,
Category:Endemic fauna of Angola,Hyperolius ferreirai,Frog,Amphibia,,https://en.wikipedia.org/wiki/Hyperolius_ferreirai,,,,,,
Category:Endemic fauna of Angola,Hyperolius fuscigula,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_fuscigula,,,,,,
Category:Endemic fauna of Angola,Hyperolius gularis,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_gularis,,,,,,
Category:Endemic fauna of Angola,Hyperolius lucani,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_lucani,,,,,,
Category:Endemic fauna of Angola,Hyperolius maestus,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_maestus,,,,,,
Category:Endemic fauna of Angola,Hyperolius protchei,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_protchei,,,,,,
Category:Endemic fauna of Angola,Hyperolius rhizophilus,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_rhizophilus,,,,,,
Category:Endemic fauna of Angola,Hyperolius vilhenai,Frog,Amphibian,,https://en.wikipedia.org/wiki/Hyperolius_vilhenai,,,,,,
Category:Endemic fauna of Angola,Lepidochrysops flavisquamosa,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Lepidochrysops_flavisquamosa,,,,,,
Category:Endemic fauna of Angola,Lepidochrysops fulvescens,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Lepidochrysops_fulvescens,,,,,,
Category:Endemic fauna of Angola,Lepidochrysops hawkeri,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Lepidochrysops_hawkeri,,,,,,
Category:Endemic fauna of Angola,Lepidochrysops nacrescens,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Lepidochrysops_nacrescens,,,,,,
Category:Endemic fauna of Angola,Lepidochrysops reichenowii,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Lepidochrysops_reichenowii,,,,,,
Category:Endemic fauna of Angola,Leptopelis jordani,Frog,Amphibian,,https://en.wikipedia.org/wiki/Leptopelis_jordani,,,,,,
Category:Endemic fauna of Angola,Monard's African climbing mouse,Rodent,Mammal,,https://en.wikipedia.org/wiki/Monard%27s_African_climbing_mouse,,,,,,
Category:Endemic fauna of Angola,Pentila amenaida,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Pentila_amenaida,,,,,,
Category:Endemic fauna of Angola,Phrynobatrachus brevipalmatus,Frog,Amphibian,,https://en.wikipedia.org/wiki/Phrynobatrachus_brevipalmatus,,,,,,
Category:Endemic fauna of Angola,Poyntonophrynus grandisonae,Frog,Amphibian,,https://en.wikipedia.org/wiki/Poyntonophrynus_grandisonae,,,,,,
Category:Endemic fauna of Angola,Quissange forest tree frog,Frog,Amphibian,,https://en.wikipedia.org/wiki/Quissange_forest_tree_frog,,,,,,
Category:Endemic fauna of Angola,Scopula magnidiscata,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Scopula_magnidiscata,,,,,,
Category:Endemic fauna of Angola,Scopula rubriceps,Lepidoptera,Insect,,https://en.wikipedia.org/wiki/Scopula_rubriceps,,,,,,
Category:Endemic fauna of Angola,Synodontis laessoei,Catfish,Actinopterygii,,https://en.wikipedia.org/wiki/Synodontis_laessoei,,,,,,
Category:Endemic fauna of Angola,Synodontis macropunctatus,Catfish,Actinopterygii,,https://en.wikipedia.org/wiki/Synodontis_macropunctatus,,,,,,
Category:Endemic fauna of Angola,Tympanotonos fuscatus,,Gastropoda,Mollusca,https://en.wikipedia.org/wiki/Tympanotonos_fuscatus,,,,,,
Category:Endemic fauna of Angola,Zaireichthys dorae,Catfish,Actinopterygii,,https://en.wikipedia.org/wiki/Zaireichthys_dorae,,,,,,
Category:Endemic fauna of Anguilla,Censky's ameiva,Squamata,Reptile,,https://en.wikipedia.org/wiki/Censky%27s_ameiva,,,,,,
Category:Endemic fauna of Anguilla,Sombrero ameiva,Squamata,Reptile,,https://en.wikipedia.org/wiki/Sombrero_ameiva,,,,,,
Category:Endemic fauna of Antigua and Barbuda,Antiguan racer,Squamata,Reptile,,https://en.wikipedia.org/wiki/Antiguan_racer,,,,,,
Category:Endemic fauna of Antigua and Barbuda,Griswold's ameiva,Squamata,Reptile,,https://en.wikipedia.org/wiki/Griswold%27s_ameiva,,,,,,
Category:Endemic fauna of Antigua and Barbuda,Leach's anole,Squamata,Reptile,,https://en.wikipedia.org/wiki/Leach%27s_anole,,,,,,
Category:Endemic fauna of Antigua and Barbuda,Redonda anole,Squamata,Reptile,,https://en.wikipedia.org/wiki/Redonda_anole,,,,,,
Category:Endemic fauna of Antigua and Barbuda,Sphaerodactylus elegantulus,Squamata,Reptile,,https://en.wikipedia.org/wiki/Sphaerodactylus_elegantulus,,,,,,
Category:Endemic fauna of Antigua and Barbuda,Watts' anole,Squamata,Reptile,,https://en.wikipedia.org/wiki/Watts%27_anole,,,,,,
Category:Endemic fauna of Argentina,Alsodes gargola,Frog,Amphibian,,https://en.wikipedia.org/wiki/Alsodes_gargola,,,,,,
Category:Endemic fauna of Argentina,Anisocanthon pygmaeus,Beetle,Insect,,https://en.wikipedia.org/wiki/Anisocanthon_pygmaeus,,,,,,
Category:Endemic fauna of Argentina,Anomiopus ataenioides,Beetle,Insect,,https://en.wikipedia.org/wiki/Anomiopus_ataenioides,,,,,,
Category:Endemic fauna of Argentina,Argentine bolo mouse,Rodent,Mammal,,https://en.wikipedia.org/wiki/Argentine_bolo_mouse,,,,,,
